txid,timestamp,iat,amount_log,ring_size,txs_per_day,hour
25790e14ff9a9336ce1f9a737edbba82523e68dcfea8514af7e6b763fd8ea51d,1517493834,57.0,-0.8016047274759381,143673,45.2871569975359,14
2f3e8fb559ef9d59bfc70d7b435f5472bd5378e20cb995efd2b5e1fa820e3df8,1517493853,19.0,-2.2165507121712933,143672,48.439282223209965,14
fecca414caec18d34e2ecdac656f15d3a0f40291a7826a0c508eeda4153fa9bd,1517493916,63.0,-0.11025224546603382,143671,50.08101462969856,14
0c17eb2ffcf78488c12f0415c37a382ef48c0ba3917d32b7459c3f47e4b06ffe,1517493932,16.0,-0.9517466544517771,143670,49.61539475817915,14
2852483f1cb390c5367264e9cab1077941ad8d58f299d2f9be0d8cf26043fbe1,1517494187,255.0,0.3327176658588991,143667,50.646574210939356,14
e6dd90e799f95eb1bee5b8585832ce9525f80b71b80331d9f22d66dec8027ff3,1517494213,26.0,-0.8389764436398031,143669,51.54442114469506,14
fde780c8f15167879117222a2eeb1273bbd8343072e3660b1de73dea7a9a2d7c,1517494237,24.0,1.1131304440533236,143668,53.36608611834779,14
dfd687af24e0c69918f62bd5d5066f704b386df426c1aee81ee52a2130f30c32,1517494405,168.0,2.7412907549207057,143666,57.05113774626174,14
cbb4a4efce73f8ab255eeb1fdd9e24ddb87a2087e7b8c366255833c967211614,1517494862,457.0,-0.8965448763510442,143665,54.16064994087306,14
5d3c175fabca71734de7684f29ecb5014ac5326a26ce1270e1f5af8bd9cb2e35,1517494898,36.0,-1.433337372539081,143664,54.86620912584432,14
f16516e3fefc419d1a7c369cda38440814e18f6814854c5fc01bb468ddbd337e,1517495033,135.0,-1.931198602692055,143663,55.889349099824244,14
0c1c74cafbd2e1dc3a1f2d69d95fb7c02c4836c4c6d70d94fab9cecd73d2d0d2,1517495072,39.0,-0.12312765422404082,143662,57.816832705524114,14
3ccc6af217abc9b35afd3136a08b3702baa7bde0fe54f0f3c89274c621d319d1,1517495190,118.0,-0.12770770609657459,143661,62.71565396750851,14
dfd421c81b37d07478421708b2e1ec90dfc7cc3ad219075840e3cfbc4972ecba,1517495325,135.0,0.4166294188051362,143660,60.23869139698249,14
6d6d357637a966a256e3f051db46f0b964b1e22e2e4d29a7bca4060cc42fbb68,1517495366,41.0,1.0739225012036548,143659,61.25665361119452,14
2f50ad20d69c518449ee018daac9f1f9466b2797d374fb43ee26c21268bc0bb4,1517495412,46.0,-1.5000973359080108,143658,63.08945261843962,14
87e14909b6db86d3a4e2dc723aac714313335d9093acd62cec2f76fb7e7167a3,1517495768,356.0,0.38239717727048866,143657,62.12643830667944,14
a7b8c6514c4aea9102fcd5b3184f2505d27822b13ab2ea8e0b99e467f62bd7ca,1517495782,14.0,1.3001129090527994,143656,63.76299197531576,14
458a6d8473e9239e487d27291a7fa38f5aa8745bf8cd47e0cacfee7b7a31ec6d,1517495927,145.0,0.9663351131104156,143655,61.68439598211113,14
a2e47446cf71bf874a21bdcba7c254b4d0392672e9c66bc50516038068d99eb5,1517496122,195.0,0.9056689571869717,143654,66.39463631329305,14
8207264c0bcb35df075b4ff2e1e67af429d3923b1e222837c7a1524dbdbfaad7,1517496156,34.0,0.6921166352140872,143653,63.28997396468736,14
ccb38dcebccf3895567f0e9f4f899cb9a234ccd41b4f55f86ef030defcd589c6,1517496471,315.0,0.05639611295594111,143652,68.40405504419587,14
d517be1b6be819d5a33a9a2a774c982c1f6ae75e99107321af14d0fb07f0e1a1,1517496538,67.0,-1.5794555538952886,143651,70.971699020219,14
a73916f452c2c395579bf0d45f1d55e1ecf30699d345235a5a480246f5861f61,1517496589,51.0,2.2601705474433773,143650,71.37880899771118,14
7e88a3aed7c47272a8e82460dc228b0469fe31f18401d518974f6b1b1c498e10,1517496845,256.0,0.1373556063294229,143649,70.42752617059497,14
c7fba095ef302323db1d4f9101465298b64e7d81f890466d49ea26b5d3a9f6da,1517496873,28.0,-1.0365701993180318,143648,71.37111583473647,14
12902d3e218a9351bb0bc51fc64f5b441e0c4eb4f2bf849ea8351d1c06672ac6,1517496883,10.0,-0.953272066608098,143647,72.945035040663,14
bbaf8cf69a552114e7f78e6dff3251e554e8abd60464bf53484bc824381618e5,1517497063,180.0,-1.0821962902881939,143646,74.20514118429425,14
2fc6e668ffde3a5b13948f5f260ca5133452f723abd9a026659324f912f7307a,1517497214,151.0,-1.4665407695389245,143645,75.13802628048907,15
c66fb305444dc72dd0b53f064bc9d644db0affbd82418d042a2aeb8a9c8b28d5,1517497226,12.0,0.547577836837722,143644,78.60998289410132,15
45ebe9a6977c7377952ff0497013e503eaf3d5e9eff4b3dd85c41078a330632f,1517497341,115.0,-0.23146273777599002,143643,77.80693315619223,15
c4dbd43a5d04aaaba5e1bd91f5d20005a488905712b448f18013dd1e388c0c11,1517497787,446.0,-0.3258655118741507,143642,77.18742149636462,15
74abf0b7da14fa486e801f44ba8cd72297a8e4e92b0dc819617ca1cbe58c3d93,1517497815,28.0,0.20562436112780375,143641,79.12970218066091,15
bc42e4f05563a09c5079529e3b008f479970b31fa3cfdfc0207f9d6973f5d69f,1517497830,15.0,-1.2675321551787788,143640,79.45462848920087,15
54d2b3f27c884c81b3567d09a9404a969c603289fbd0a58bf69526f450b9495e,1517498063,233.0,-0.32619383634792054,143639,81.79854704893665,15
803e8405e987a491403f295d1db3bce1e46558cf0ec7a112bda0fa895cbb6a7e,1517498166,103.0,-0.9665391384839638,143638,82.82201021906099,15
5ca026196c86437e42e66bf623dd42a888b76c695c8fdbaa5af2d8e264373311,1517498221,55.0,0.5240577336017342,143637,83.11122166866069,15
a0785a77bbfbca0db3b93e17ed06315f02ec30cd709de04cba69b3297ee8bf43,1517498318,97.0,1.3560889577973065,143636,83.80964400632202,15
6692b358709660529660ecff741e909f74c6cfdd044aa22620569a1b81da2475,1517498439,121.0,0.23561111014108493,143635,84.9682441903528,15
ec7d7a0b4212f362782684078fbe6c48f048f60a630b06a38b67d29dabc8bf53,1517498460,21.0,1.4316703856493425,143634,85.96960594694272,15
96efb6c8cd2579fe7f36d8025c27d965a3d54d1b532bff8e32fe3ab3a4add916,1517498512,52.0,-0.00741735664057775,143633,88.29382762980461,15
35a61d9bf5cb6bd6e0b33d67674df5c052b44b9ecce643b3ff8cb4708f3b87ae,1517498519,7.0,0.5246976193537619,143632,87.32568690590138,15
38f386056aea74dc906a4bd08a35b00dbcec147837aa3403113011c3509975a1,1517498619,100.0,1.8773481662121385,143631,88.7768215206136,15
9c7631ac3b88be353c2ac05b46f2f526a4afae2792344dae943814f7da86fc1c,1517498663,44.0,1.1512296322407256,143630,89.00181271437286,15
9a1729bf108386bcfd3aab6ff86084b0f4febcd57e10987f88246075c92c467d,1517498699,36.0,0.18273679415429117,143629,87.71131508341142,15
45bf76e0c8d893ff9263a9c5c450e156c2f4b8cb54ee5d7656befa855a441df7,1517498796,97.0,-0.29737818137139094,143628,92.60651447705365,15
1c20e861e6639616c3fb1178afc48faea9fd7bbce1f076116af3b4a4137fcb06,1517498805,9.0,-0.22377063773340639,143627,93.93696468652247,15
9af27e9a6d0620d9f8227f16bb2c9fc190e6efbc6230f71f2eb0092f47b7f52a,1517499038,233.0,-0.27448062223047864,143626,96.02342088330843,15
b3a5752e02afbaa2be9774f375855599a031987b7e72d126b66a5d4b5af51849,1517499076,38.0,0.27206905216588184,143625,95.77196517577332,15
772a3b8ddb96093f5cb7ca9e87d613d0d3749afd2972a137d7b3ac87ea81642f,1517499119,43.0,-0.2897389731763882,143624,96.5291536433245,15
ca0c1b821b3689ba97ac80aa179e6dfb66ab3fe09742e27e762ce73c781f09fd,1517499201,82.0,-0.20846936299449342,143623,98.12963627022575,15
7cc1796da5d08586e64e7a5ecd570e0379cd3816f7bb9297c558d57aef9161ea,1517499320,119.0,1.384407471920891,143622,99.8683107047258,15
9fba80799cd8fb46488453356fba49585fc2670bf6e7c03d4bb66fa65a1f410b,1517499345,25.0,-0.8574725785541661,143621,101.94846891176797,15
1cfc77ae711e90fb0ff342a9303432012bb990b1cf185a2414ceda7b2384e2a5,1517499470,125.0,0.27952570286201245,143620,100.83815493413125,15
fb817517977b97b9762734e4f220c61e5d0187ee4575feab44a328dcfa25417b,1517499966,496.0,-1.0868767719773733,143619,100.3425561828665,15
d89cccc894ec309e78f6563662ddb8debc4561290f9d5b169b4394c56fdda0cb,1517500118,152.0,0.5877073194857244,143618,102.19297044697959,15
d0a6b0552d6b78c9f4e0dffe023409e8721123b0b2f026c21a6a1cbe76842a8b,1517500928,810.0,1.8495506014411145,143617,104.5153762121152,16
9dcf3c5491825100b5f5b39e0810966d40c3e63911a6ce03453b2bbe12a94d86,1517501017,89.0,0.05969092336187337,143616,103.65277125366828,16
ee1bd9d8c7c7ee74dc1f074379523d5dc333453424be97c5fa6fa081395261a3,1517501137,120.0,1.874737072947106,143615,106.33145894596845,16
bf3f7b87109382b337f55be63d55caf939199648f3ee8f4a3672062e46d7e636,1517501160,23.0,1.185355786178393,143614,108.67620070985843,16
3556d744d9d91fe3c4627716ce1ecdf5fdeb68474970d6470a5238005bd47990,1517501320,160.0,0.9924423982143366,143613,106.62992178144746,16
99a4b7a19d1a610025dc8266f212ceec181e0a04b55866fc50db0b9eb90037e9,1517501638,318.0,0.3707850987274111,143612,108.2599780736213,16
051c096294be6f928fd0342e388d1d42808bdaf03f555fc6d5bba0c14a1103b5,1517501682,44.0,-0.6886921570188083,143611,109.53326879582812,16
42d6c01d0fce977aa1b88dd251e57eba87dfd7bd6ced48064f7b4c69b91b8325,1517501717,35.0,-0.5807299098071012,143610,107.429887499535,16
97c460fab98c23dca362030165c661f87769fcc72ce8bb98051cf3dca3decea9,1517501986,269.0,0.4148326887632116,143609,107.590643946926,16
2e5e691dc553aaea61e7958fd79b8def754c3ebbd5557eb20722e4d03a0d6374,1517502007,21.0,-2.2706709344458003,143608,110.6204100256691,16
f94678168a9d6970882bbc09d1a9ca19ad1c7ce7c2aff591455b17fb0310233c,1517502122,115.0,-0.16463790892231614,143607,113.67576911429127,16
17326bc20bfe1ee9c72e1c4d552978c3bb2e46a7fddb9674f5dca60c89dbd66e,1517502340,218.0,-0.4188630488081933,143606,113.5735532466853,16
bebbbf0fe078d6f60c277087283cb24bf52d604e78a1bc6b8764137bb15a6db8,1517502403,63.0,1.6603637447135822,143605,112.76436449308905,16
1ca3236b3764d652defd2816b7d70488ae80806c3d752b4f9eba33635151389a,1517502427,24.0,3.7184809448082734,143604,115.23664694232984,16
0327d74735c100a34de22823ee487f862c3bf44fa1d43710d26f0796ba8b7f70,1517502569,142.0,0.14718884635090396,143602,116.89064863992374,16
006862c90a4a77d23ec5a251d3c45abf9cbecc2b5e85fc56557aff006dc0c05c,1517502621,52.0,0.31966090581520945,143603,118.36707422368002,16
c130eea888ac535d4addde3b580f9a999923cb8a2943c3762cf846fff593d429,1517502826,205.0,-0.6474813758139207,143601,116.16006106424453,16
2342c835fde8dc804f196b1b92a58b8702ec2912ce8a06b5db723b11cd718481,1517502840,14.0,0.09687198111815103,143600,120.16206493223179,16
bba37d84203d03e817994423fe5747e203b0a79c036f894708e0f8c4e422e43a,1517502903,63.0,-1.4124336726024278,143599,121.27570611809215,16
cda2026d39c7cda8633445cb9fe820ab5f90d59dd68da933db1f7da71eada80f,1517503013,110.0,2.234209884355362,143598,118.4472537209637,16
edf82f30581a2c958872db96003fb6530be8d4eddaa06835be309505cc572e9c,1517503051,38.0,0.7749134471294014,143597,124.56351523782631,16
3f1d0fb12394561fed842f88e2c809eeec4a740002690048937acc904c63f423,1517503073,22.0,1.5858840949409445,143596,124.83718595525485,16
135ba42c8b9975a2fb49cd2144ed08c54ecf14d2bd19e6276784419ea47b3d0c,1517503122,49.0,-0.8035836406961318,143595,125.33722442804739,16
41d45d3fa96a7a13ed19d8b1828f4bc0783d247c6aadae9e598c64dd4b03ffeb,1517503157,35.0,0.0972894779166442,143594,125.69991121227798,16
5e206ac16aee6c44468196689e3126a3f4bd624bed3376d9240b5ff4013eb311,1517503260,103.0,0.9850871624541769,143593,127.10482394734564,16
337e42f7ae1bd7f134b156bb7821f9e2eb40ca5576d6ea3c1eb0a8c3717fa07d,1517503290,30.0,-1.0674411495488263,143592,128.57095223496918,16
63e4716a3895b7119cc022e78e0e2b38cf7343bf2de4b82655fc7039e319c39c,1517503323,33.0,-0.2320447278727685,143591,128.88762174773262,16
2f3a03274c58dd140a6678b9054cbae7ac00df16df706f1e80a329c69dfe9044,1517503354,31.0,2.179839436369899,143590,132.62604556811382,16
77fb4c323055f73e3149287845464f9c22756129a857109321fb894e31e0a492,1517503891,537.0,0.00902757998741619,143589,131.62551486324764,16
75068768f9e4ea1423684402dea973f97e55e8a298e18d85cb3c761e153316ac,1517503922,31.0,-0.9274250424787313,143588,131.6855284018888,16
c51d77ddd43944bdd31f23b857e151b261fe0a915fb51570ab582a0f8fad9048,1517503934,12.0,-1.39377179303394,143587,134.19201333062563,16
151c935ac1003b3ec551c3e84893723de74a3da98c641df80963090af04ab1a5,1517504100,166.0,-1.124530582603131,143586,134.63970328668293,16
2b3dfab710670a573f42c908b821cf92632b72535e246c40284960cb37a42ea8,1517504114,14.0,-0.13928846358973618,143585,134.73305381237864,16
e162876d59548cd30b2fc63a3e48ec4b712a932e8eeecaf1d347940dfb044d20,1517504127,13.0,0.06087943769842474,143584,134.24035774055906,16
dfa0754f91857eba0eb7aba70fbfa5f00657e6338378a1c4f763ab1d6758097b,1517504138,11.0,-1.9910269946334829,143583,137.8601210483179,16
1e1d87e012d3c73d73c0ac5ec4a6f4f8e8b130084bd41ebb1a76c99484da3be2,1517504333,195.0,-1.3401537191907997,143582,138.4372865568455,16
588101c9ee23208ccb1df1e13fa36dcad0a3ac153f25eaaf8e31a15684c6977b,1517504737,404.0,2.060213307496054,143581,139.22005584243243,17
c86fba89c4deea1a4d7718487fc52ec9260f35c8ddcd6d92bbb4f457d26f489d,1517504928,191.0,-0.3239580266076218,143580,139.63402945324552,17
7dfdfd828c87a37bd6ddc2e71145cb0181879844c494b42ca9c6098e9b8a6c85,1517504939,11.0,-0.149659074280416,143579,141.81285630590637,17
47a26d448f3b97ff58bee748b2b1c7af2e83e96dfdfab686a3dde1859136f1bd,1517505008,69.0,-0.24265834847750353,143578,142.63555852866162,17
cfc7b92910f3e26a5f22ff97cb278d5bba887b81aad3d6d498f1b4e7da2eba6d,1517505176,168.0,-0.41776153835906665,143577,143.4545181655027,17
1860643f7d7a72f69bfba7e6532cef3c11f40eeda1a81693014e8bd3daca8462,1517505185,9.0,-0.18764610790867847,143576,145.70782149740103,17
c1c359a861dd551c4c3cd71ca12e12b8677ba8bd1b047273a181c9bd5d71d0e7,1517505242,57.0,0.6482703567618764,143575,143.06055703802357,17
467b4617b87857010f84027ebce00631f1622a87c715a066c1fcd17310315fad,1517505263,21.0,0.5501974456911499,143574,144.5040472115251,17
fbf7ddc17f86fd3f4f853dbbcc4f5a898e962fe45fa5bbab11c3b8b9f0b2058d,1517505276,13.0,-0.6944334162196629,143573,149.01093858228364,17
7fc396688a3451f3f352327c83686549d8d6ed8a69bef8b3f7d4b9b2c07eef62,1517505399,123.0,2.3771417317936483,143572,149.47566170763815,17
ae7df23f097db3a45873fbf4850de7a2a25018c7ca209fa3881fdbba1ce93d02,1517505423,24.0,3.933200467573079,143571,148.83063937090705,17
6dd7f288e765600662095a864856ded244cf21f3f97a3a08d9b520516a8ca90c,1517505457,34.0,-0.5402372998662246,143570,147.51691050385543,17
e7f60f53fb1f94e973a530263f8b998308d20294b27f4f4823167a7d827c7ad9,1517505982,525.0,0.5275430073436792,143569,155.57114405239307,17
8ae40f1d39c10d8d5a0eea3d0217e89bf5399e9681434d615df7cda8b88f029e,1517505986,4.0,-1.2885187282521307,143568,152.53216059866816,17
98488f22a5ac69ccff7faa561c64a7c794c83b86029943cd5969d5d1fb41a3a1,1517505996,10.0,0.19041734754618886,143567,152.76800986411956,17
d5f4c9820e0035b392deb10c57cac87f2f8c20573bfc6c96b03844d1fed6f6a2,1517506035,39.0,-0.2717616579753033,143566,151.07583728543162,17
dcdc6fd8b9060e6aa7859cf65111c29aed976d7d1d7424905c3817680568ab00,1517506076,41.0,0.6072703930856495,143565,156.790155422788,17
f0595412619fb2317289d9ac03ee0e5c833c2ff878ab965eb752da27c8b8b8f7,1517506272,196.0,-0.5240451283991758,143564,155.180562870682,17
be3528f076999312c51e9fd91ff97eeb452304735ec8d87f892c7da852ef2073,1517506281,9.0,0.4247573478737678,143563,155.51324895214051,17
58f46fc284d24dccb621d122de4468f8f59a276b28bc4ab5a4869e0ca1ceee84,1517506371,90.0,0.10603088722046194,143562,155.63368598364866,17
5cea0c8c0347d1fd56a8850a4b428f7de92bcc8a902116b66d5ea9a5b815f0d6,1517506457,86.0,0.8588801974623314,143561,158.96556814959155,17
16d7b26a60758c577d97dc40b9918ce0c2d67b54f2b638b15919334fb80ceac5,1517506486,29.0,1.4957805691486832,143560,160.7169527734993,17
0ede3695f4e84d62d81b12faeab354ada10c6f81456c3c27e0bfd3816e5b16af,1517506663,177.0,-0.9418719819428374,143559,161.455634500996,17
f688b443a624e42279f632a923ff3e62e4539abc11e3a7dce456c6d42c62bcf9,1517506731,68.0,-1.4707111630256648,143558,163.47266679454458,17
04b2e74d18d13cea34716a2d99bd4e5f0c7b417a74c0f37ca917fed46d1d100f,1517506848,117.0,-0.15597702074392072,143557,163.574912719997,17
71c5e42dcb52dab0c40ac2e0bb0930cfc4c68e7101dc3b8ac0461298dab5bcf4,1517506870,22.0,-0.49387042083375976,143556,159.6899092605378,17
d03cef5ee5e1078e0a6666d2b7e80ab7da1e285e63000513db418671408af2f6,1517506891,21.0,1.6166367057005273,143555,166.22962552590286,17
4596a3b44dcc1f7fef73b81dcb4e0bf575374caf7157700f68434dcd77fdd033,1517506958,67.0,-0.17046369248018117,143554,165.70817164615767,17
0174d034601741a86ced42d2b5e1adba2238478a13d98f73816dea53eaad2ae6,1517507163,205.0,2.188323408302927,143553,166.99830865735836,17
c988fe70b6fb63eeef2dab9b67f968bb61205e66a1b216e55e46e7103972839c,1517507585,422.0,1.0885949268917152,143552,168.0125656326725,17
bad015e6591e65e4d6aa360ebbc76a94a46d4c7176fe3ab73b9d0509f20e7ad6,1517507630,45.0,1.2920285242193266,143551,169.17518555024319,17
17cb95881198f5e7cc837f084f90827695d0112fffaefc6cf65f993e0e6235a6,1517507990,360.0,2.2415175119971145,143550,171.82740165327152,17
e2336dec59739646dfc707ae19fd63a912f368c655bae04c9bfb6d14ccffeaa0,1517508056,66.0,-3.3485846200323737,143549,173.16204676575128,18
3aec6615a63623da9a0298d679b1ea1f6fae843bf48eeb814a6bbf335d78cb3e,1517508292,236.0,-0.014625808641778594,143548,171.67273933578383,18
af3d7226e0d08b615ebe0f47c3d344d5f4c60462fb3bc00b1773cf65f5ff8062,1517508320,28.0,-1.500419261151587,143547,172.71942854873146,18
666ade6402530d6a3cb63949f6e738ffa0337c2c460bff4e36a5ee526ace2909,1517508341,21.0,-0.07839856319625643,143546,173.43875816820244,18
cd732b1b70d7309289aeb43952fad75023e0dc4a4dd7fcf3ea57e347600c16a7,1517508400,59.0,1.776865577156897,143545,174.75893262192827,18
253ac19eecfcfdf12a5f6c886b90995bdaaad684910653caa23f353616ad995d,1517508440,40.0,-0.28235326995561866,143544,175.69496962508416,18
6bbf4babc50a794be038d5ab93470b1411b2bcac8a4836706f5e9c026a97ab15,1517508655,215.0,-1.832193704681857,143543,174.96474049861945,18
7488facf390a4e6db74eb4f1f84317b41141f47105e41c5f6127d7834042172d,1517508675,20.0,-0.07615744113547146,143542,178.17371375353272,18
b8bf21d33221015961a1269c9d58a4aec20e40db69040f558b6828e7e692ca1b,1517509051,376.0,3.520873318511983,143541,180.24523333466826,18
48889c900f63562f1b7ee6b9be13b0ae1fe09d25db1b044fedf294a96fb4e889,1517509055,4.0,-3.9683617882240037,143540,180.75006782582346,18
e7aaac85a9c16bb9ad0ef135ff637477c68818a19a7f5d3e8bc75356cb6a2c60,1517509064,9.0,2.28203516687624,143539,181.09911237910606,18
e253ac7416eff4f8f5fcfed80cb33361b73ab56c371a987bb23c235ad1e4f8df,1517509403,339.0,4.599527401121436,143538,182.09771146437888,18
57e054f13ec0d7bda547746f9d9ae7a0d8c99e2be2724ccb197385a2a3568624,1517509448,45.0,-0.02956260242724052,143537,182.6725795332731,18
ea267b4b691163031a654d494fd2546fac783b0df2b3d6f87ed2cb2edbcf9fc4,1517509601,153.0,-0.01502594306045717,143536,183.82949326118316,18
ad39c681f5bcc66e0735e75cfaeffe2cae5f264d065e36ae4249ab57522c4a0a,1517509679,78.0,4.049330548289291,143535,184.0877961863088,18
30758a5966f4bf3f3465e66c51ef5ec1bcb0c250175d38d49f519173dd66b211,1517509686,7.0,-0.26851462937742615,143534,185.55164821718907,18
